CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Dependent_count_t,Months_Inactive_12_mon_t,Contacts_Count_12_mon_t,Total_Revolving_Bal_t,Total_Amt_Chng_Q4_Q1_t,Total_Ct_Chng_Q4_Q1_t,Avg_Utilization_Ratio_t,Education_Level_t,Marital_Status_t,Income_Category_t
3102,709407933,Existing Customer,51,M,3,High School,Single,$80K - $120K,Silver,38,5,3,4,34516.0,1802,32714.0,0.912,4544,80,0.569,0.052,0.00047034,0.99953,3.0,3.0,4.0,1802.0,0.912,0.569,0.052,High School,Single,$80K - $120K
3103,708153558,Existing Customer,46,M,5,Doctorate,Divorced,$120K +,Blue,31,1,2,2,34516.0,1802,32714.0,0.871,7936,101,0.485,0.052,0.00017004,0.99983,5.0,2.0,2.0,1802.0,0.871,0.485,0.052,Doctorate,Divorced,$120K +
3104,743265108,Existing Customer,37,M,4,College,Single,$60K - $80K,Blue,30,5,1,4,15936.0,827,15109.0,1.085,2477,49,1.042,0.052,0.00016114,0.99984,4.0,1.0,4.0,827.0,1.085,1.042,0.052,College,Single,$60K - $80K
3105,715588008,Existing Customer,45,M,4,College,Married,$80K - $120K,Blue,31,4,3,3,31978.0,1659,30319.0,0.556,2333,51,1.217,0.052,0.00030845,0.99969,4.0,3.0,3.0,1659.0,0.556,1.217,0.052,College,Married,$80K - $120K
3106,715829358,Existing Customer,33,F,4,College,Married,$40K - $60K,Blue,26,1,2,3,2874.0,2517,357.0,0.73,4794,88,0.6,0.876,0.00019519,0.9998,4.0,2.0,3.0,2517.0,0.73,0.6,0.876,College,Married,$40K - $60K
3107,717888108,Existing Customer,47,F,3,Doctorate,Single,$40K - $60K,Blue,35,3,3,2,2872.0,2517,355.0,0.606,3635,62,0.824,0.876,0.00027008,0.99973,3.0,3.0,2.0,2517.0,0.606,0.824,0.876,Doctorate,Single,$40K - $60K
3108,756306183,Existing Customer,42,F,1,College,Married,Less than $40K,Blue,35,2,1,3,2873.0,2517,356.0,0.803,4897,71,1.088,0.876,8.4537e-05,0.99992,1.0,1.0,3.0,2517.0,0.803,1.088,0.876,College,Married,Less than $40K
3109,708249708,Existing Customer,48,F,1,Doctorate,Married,Less than $40K,Blue,39,3,3,3,4844.0,1576,3268.0,0.809,1489,48,0.6,0.325,0.00041087,0.99959,1.0,3.0,3.0,1576.0,0.809,0.6,0.325,Doctorate,Married,Less than $40K
3110,821150958,Existing Customer,52,M,5,Graduate,Single,$80K - $120K,Blue,47,3,1,1,2047.0,665,1382.0,0.605,3452,66,0.692,0.325,3.429e-05,0.99997,5.0,1.0,1.0,665.0,0.605,0.692,0.325,Graduate,Single,$80K - $120K
3111,720101658,Existing Customer,26,F,0,Graduate,Single,Less than $40K,Blue,19,2,1,2,3416.0,1109,2307.0,0.783,4614,70,1.0,0.325,4.7263e-05,0.99995,2.0,1.0,2.0,1109.0,0.783,1.0,0.325,Graduate,Single,Less than $40K
3112,719761458,Existing Customer,55,M,4,Post-Graduate,Single,$60K - $80K,Blue,36,3,2,1,4998.0,1626,3372.0,0.695,4329,61,0.694,0.325,8.4706e-05,0.99992,4.0,2.0,1.0,1626.0,0.695,0.694,0.325,Post-Graduate,Single,$60K - $80K
3113,717865008,Existing Customer,51,F,1,Unknown,Married,$40K - $60K,Blue,36,2,1,1,1438.3,468,970.3,0.747,4425,81,1.077,0.325,3.4268e-05,0.99997,1.0,1.0,1.0,468.0,0.747,1.077,0.325,others,Married,$40K - $60K
3114,815596608,Existing Customer,48,F,5,Uneducated,Married,$40K - $60K,Blue,43,4,1,3,2866.0,921,1945.0,0.654,4615,72,0.6,0.321,9.8335e-05,0.9999,5.0,1.0,3.0,921.0,0.654,0.6,0.321,Uneducated,Married,$40K - $60K
3115,718762308,Existing Customer,35,F,1,Graduate,Single,Unknown,Blue,36,6,2,3,6622.0,2126,4496.0,1.041,3668,60,0.818,0.321,0.00017969,0.99982,1.0,2.0,3.0,2126.0,1.041,0.818,0.321,Graduate,Single,others
3116,708665133,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,28,6,2,3,3654.0,1172,2482.0,0.938,4003,67,0.595,0.321,0.00019143,0.99981,2.0,2.0,3.0,1172.0,0.938,0.595,0.321,Graduate,Married,$80K - $120K
3117,710653158,Existing Customer,39,F,4,Graduate,Married,Unknown,Blue,21,6,1,4,5024.0,1613,3411.0,0.758,1925,40,0.667,0.321,0.00016574,0.99983,4.0,1.0,4.0,1613.0,0.758,0.667,0.321,Graduate,Married,others
3118,780384483,Attrited Customer,49,M,4,Unknown,Unknown,$80K - $120K,Blue,39,2,2,2,2886.0,925,1961.0,0.946,5481,58,0.758,0.321,0.99244,0.00756,4.0,2.0,2.0,925.0,0.946,0.758,0.321,others,others,$80K - $120K
3119,717504258,Existing Customer,38,M,2,College,Married,$40K - $60K,Blue,25,4,1,4,3735.0,1199,2536.0,0.886,1573,35,0.75,0.321,0.00015365,0.99985,2.0,1.0,4.0,1199.0,0.886,0.75,0.321,College,Married,$40K - $60K
3120,779951058,Existing Customer,54,F,3,High School,Married,Unknown,Blue,38,4,2,4,5122.0,1642,3480.0,0.935,1908,39,0.696,0.321,0.00032942,0.99967,3.0,2.0,4.0,1642.0,0.935,0.696,0.321,High School,Married,others
3121,713997183,Existing Customer,34,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,2,2791.0,2160,631.0,0.825,2214,56,0.6,0.774,0.00019771,0.9998,2.0,3.0,2.0,2160.0,0.825,0.6,0.774,others,Single,Less than $40K
3122,719269308,Existing Customer,49,F,2,Graduate,Unknown,Less than $40K,Blue,36,3,1,3,3252.0,2517,735.0,0.878,7418,90,0.579,0.774,9.2637e-05,0.99991,2.0,1.0,3.0,2517.0,0.878,0.579,0.774,Graduate,others,Less than $40K
3123,721106133,Existing Customer,57,F,3,Uneducated,Divorced,Unknown,Blue,36,3,4,1,2312.0,1789,523.0,0.867,5104,82,0.783,0.774,0.00013987,0.99986,3.0,4.0,1.0,1789.0,0.867,0.783,0.774,Uneducated,Divorced,others
3124,711197658,Existing Customer,53,F,1,Post-Graduate,Single,$40K - $60K,Blue,43,5,1,0,2618.0,2026,592.0,0.669,4198,68,0.619,0.774,2.2438e-05,0.99998,1.0,1.0,2.0,2026.0,0.669,0.619,0.774,Post-Graduate,Single,$40K - $60K
3125,720824883,Attrited Customer,48,F,1,Unknown,Single,Less than $40K,Blue,40,3,1,2,3251.0,2517,734.0,0.739,2483,50,0.471,0.774,0.98271,0.01729,1.0,1.0,2.0,2517.0,0.739,0.471,0.774,others,Single,Less than $40K
3126,720921408,Existing Customer,46,F,2,College,Single,Less than $40K,Blue,36,6,1,4,1996.0,1544,452.0,0.919,3760,69,0.683,0.774,0.00015365,0.99985,2.0,1.0,4.0,1544.0,0.919,0.683,0.774,College,Single,Less than $40K
3127,716632758,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,36,2,2,0,2802.0,2363,439.0,0.75,1295,40,0.6,0.843,4.3568e-05,0.99996,3.0,2.0,2.0,2363.0,0.75,0.6,0.843,Graduate,Single,Less than $40K
3128,806900508,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,48,5,3,3,2036.0,1716,320.0,0.69,4161,75,0.744,0.843,0.00027604,0.99972,1.0,3.0,3.0,1716.0,0.69,0.744,0.843,High School,Married,Less than $40K
3129,720145683,Existing Customer,54,M,1,College,Married,$60K - $80K,Blue,42,3,2,2,2987.0,2517,470.0,0.479,1617,35,0.75,0.843,0.00010387,0.9999,1.0,2.0,2.0,2517.0,0.479,0.75,0.843,College,Married,$60K - $80K
3130,713858733,Existing Customer,61,F,0,Post-Graduate,Married,$40K - $60K,Blue,53,4,3,2,2566.0,2164,402.0,0.578,4344,73,0.659,0.843,0.00018162,0.99982,2.0,3.0,2.0,2164.0,0.578,0.659,0.843,Post-Graduate,Married,$40K - $60K
3131,708794133,Existing Customer,46,F,4,High School,Unknown,Less than $40K,Blue,37,3,1,4,2533.0,2136,397.0,0.757,3197,50,1.174,0.843,0.00016112,0.99984,4.0,1.0,4.0,2136.0,0.757,1.174,0.843,High School,others,Less than $40K
3132,713047608,Attrited Customer,40,F,2,College,Unknown,Less than $40K,Blue,36,6,1,3,2387.0,2013,374.0,0.449,2134,41,0.952,0.843,0.98902,0.01098,2.0,1.0,3.0,2013.0,0.449,0.952,0.843,College,others,Less than $40K
3133,709581483,Attrited Customer,40,F,4,Doctorate,Married,Less than $40K,Blue,21,1,2,1,2984.0,2517,467.0,0.574,2373,53,0.359,0.843,0.99049,0.00951,4.0,2.0,1.0,2517.0,0.574,0.359,0.843,Doctorate,Married,Less than $40K
3134,720962208,Attrited Customer,42,M,2,Post-Graduate,Married,$60K - $80K,Blue,27,2,2,2,2476.0,2250,226.0,0.969,4659,48,0.6,0.909,0.99259,0.00741,2.0,2.0,2.0,2250.0,0.969,0.6,0.909,Post-Graduate,Married,$60K - $80K
3135,714700158,Existing Customer,53,M,2,Unknown,Married,$60K - $80K,Blue,46,3,2,3,6658.0,1761,4897.0,0.489,1309,40,0.6,0.264,0.00021042,0.99979,2.0,2.0,3.0,1761.0,0.489,0.6,0.264,others,Married,$60K - $80K
3136,720264783,Existing Customer,58,F,2,Graduate,Married,Less than $40K,Blue,44,4,2,3,5031.0,1327,3704.0,0.553,1433,34,0.889,0.264,0.00019143,0.99981,2.0,2.0,3.0,1327.0,0.553,0.889,0.264,Graduate,Married,Less than $40K
3137,714528258,Existing Customer,46,M,2,Graduate,Divorced,$60K - $80K,Blue,39,3,1,1,3299.0,870,2429.0,0.63,4904,75,0.829,0.264,3.3214e-05,0.99997,2.0,1.0,1.0,870.0,0.63,0.829,0.264,Graduate,Divorced,$60K - $80K
3138,778180158,Existing Customer,44,M,4,Doctorate,Divorced,$80K - $120K,Blue,34,5,1,4,7150.0,1887,5263.0,0.455,3636,69,0.643,0.264,0.00023984,0.99976,4.0,1.0,4.0,1887.0,0.455,0.643,0.264,Doctorate,Divorced,$80K - $120K
3139,717334233,Existing Customer,54,F,1,Uneducated,Single,$40K - $60K,Blue,43,1,3,2,9525.0,2517,7008.0,0.669,4804,79,0.881,0.264,0.0001736,0.99983,1.0,3.0,2.0,2517.0,0.669,0.881,0.264,Uneducated,Single,$40K - $60K
3140,709774608,Existing Customer,51,M,3,Unknown,Married,$60K - $80K,Blue,36,4,3,4,5993.0,1582,4411.0,0.44,3464,64,0.684,0.264,0.00058851,0.99941,3.0,3.0,4.0,1582.0,0.44,0.684,0.264,others,Married,$60K - $80K
3141,714225333,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,36,5,1,1,2930.0,773,2157.0,0.661,1545,21,0.909,0.264,3.4833e-05,0.99997,4.0,1.0,1.0,773.0,0.661,0.909,0.264,Graduate,Married,Less than $40K
3142,716464533,Existing Customer,32,F,1,Graduate,Married,Less than $40K,Blue,36,4,3,3,9550.0,2517,7033.0,0.713,13783,116,0.841,0.264,0.00028395,0.99972,1.0,3.0,3.0,2517.0,0.713,0.841,0.264,Graduate,Married,Less than $40K
3143,779701983,Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,32,1,3,3,5400.0,1426,3974.0,0.595,4643,80,0.702,0.264,0.0003139,0.99969,3.0,3.0,3.0,1426.0,0.595,0.702,0.264,Graduate,Single,$40K - $60K
3144,717670758,Existing Customer,30,F,1,Graduate,Single,Less than $40K,Blue,20,5,2,3,5030.0,1327,3703.0,0.803,2523,71,0.775,0.264,0.00017969,0.99982,1.0,2.0,3.0,1327.0,0.803,0.775,0.264,Graduate,Single,Less than $40K
3145,709110633,Existing Customer,41,M,1,Graduate,Single,$80K - $120K,Blue,29,5,1,3,21684.0,1748,19936.0,0.715,1329,24,0.6,0.081,8.6952e-05,0.99991,1.0,1.0,3.0,1748.0,0.715,0.6,0.081,Graduate,Single,$80K - $120K
3146,811013658,Existing Customer,41,M,2,High School,Married,$120K +,Blue,36,4,3,2,10816.0,871,9945.0,0.606,3221,68,0.581,0.081,0.00017486,0.99983,2.0,3.0,2.0,871.0,0.606,0.581,0.081,High School,Married,$120K +
3147,708563433,Attrited Customer,65,F,0,High School,Single,Unknown,Blue,56,3,6,3,5894.0,477,5417.0,1.015,1616,32,0.455,0.081,0.99501,0.00499338,2.0,6.0,3.0,477.0,1.015,0.455,0.081,High School,Single,others
3148,711595833,Existing Customer,46,M,3,College,Married,$60K - $80K,Blue,36,5,2,2,9981.0,807,9174.0,0.655,1456,30,0.667,0.081,0.00011483,0.99989,3.0,2.0,2.0,807.0,0.655,0.667,0.081,College,Married,$60K - $80K
3149,773297508,Existing Customer,34,M,3,College,Married,$80K - $120K,Blue,28,3,1,3,24765.0,1999,22766.0,1.013,1544,36,0.714,0.081,9.3457e-05,0.99991,3.0,1.0,3.0,1999.0,1.013,0.714,0.081,College,Married,$80K - $120K
3150,779284833,Existing Customer,55,M,2,Post-Graduate,Single,$60K - $80K,Blue,37,3,3,1,22127.0,1799,20328.0,0.758,3591,63,0.75,0.081,0.00012764,0.99987,2.0,3.0,1.0,1799.0,0.758,0.75,0.081,Post-Graduate,Single,$60K - $80K
3151,710535708,Existing Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,39,2,3,1,15894.0,1293,14601.0,0.693,14256,118,0.735,0.081,0.00011153,0.99989,2.0,3.0,1.0,1293.0,0.693,0.735,0.081,Uneducated,Married,$80K - $120K
3152,709804533,Existing Customer,40,M,4,Uneducated,Single,$120K +,Blue,34,3,1,3,17818.0,1451,16367.0,0.632,3973,74,0.451,0.081,9.9893e-05,0.9999,4.0,1.0,3.0,1451.0,0.632,0.451,0.081,Uneducated,Single,$120K +
3153,789415983,Existing Customer,36,M,3,Graduate,Married,$60K - $80K,Blue,27,4,3,2,12397.0,1001,11396.0,0.756,1888,42,0.448,0.081,0.00018665,0.99981,3.0,3.0,2.0,1001.0,0.756,0.448,0.081,Graduate,Married,$60K - $80K
3154,805254708,Existing Customer,36,F,4,Unknown,Married,Unknown,Blue,31,5,2,0,15700.0,1276,14424.0,1.389,2229,48,0.778,0.081,4.8401e-05,0.99995,4.0,2.0,2.0,1276.0,1.389,0.778,0.081,others,Married,others
3155,771844458,Existing Customer,40,F,3,Graduate,Married,Unknown,Blue,28,6,1,2,20420.0,1657,18763.0,1.038,1804,41,0.864,0.081,5.7151e-05,0.99994,3.0,1.0,2.0,1657.0,1.038,0.864,0.081,Graduate,Married,others
3156,708119658,Existing Customer,49,F,4,Graduate,Married,$40K - $60K,Blue,38,4,2,1,12836.0,1034,11802.0,0.663,2519,53,0.472,0.081,7.1987e-05,0.99993,4.0,2.0,1.0,1034.0,0.663,0.472,0.081,Graduate,Married,$40K - $60K
3157,812465958,Existing Customer,53,F,3,Post-Graduate,Divorced,Unknown,Blue,48,5,2,2,12286.0,997,11289.0,0.726,4960,83,0.729,0.081,0.00013897,0.99986,3.0,2.0,2.0,997.0,0.726,0.729,0.081,Post-Graduate,Divorced,others
3158,714435408,Existing Customer,57,M,3,High School,Single,$80K - $120K,Blue,38,4,3,1,12663.0,1028,11635.0,0.791,3297,54,0.688,0.081,0.00010943,0.99989,3.0,3.0,1.0,1028.0,0.791,0.688,0.081,High School,Single,$80K - $120K
3159,712367658,Existing Customer,58,M,1,Uneducated,Single,$80K - $120K,Blue,40,1,3,0,22104.0,1783,20321.0,0.805,13830,112,0.806,0.081,6.4038e-05,0.99994,1.0,3.0,2.0,1783.0,0.805,0.806,0.081,Uneducated,Single,$80K - $120K
3160,714052158,Attrited Customer,49,M,2,High School,Married,$120K +,Blue,39,2,3,2,11714.0,949,10765.0,1.036,5366,68,0.659,0.081,0.99431,0.00569,2.0,3.0,2.0,949.0,1.036,0.659,0.081,High School,Married,$120K +
3161,720708183,Existing Customer,53,F,1,Uneducated,Divorced,$40K - $60K,Silver,36,5,1,1,15248.0,1242,14006.0,0.725,4758,83,0.456,0.081,2.8963e-05,0.99997,1.0,1.0,1.0,1242.0,0.725,0.456,0.081,Uneducated,Divorced,$40K - $60K
3162,816094233,Existing Customer,37,M,1,High School,Married,$120K +,Blue,32,6,2,2,17393.0,1409,15984.0,0.608,1692,38,0.652,0.081,0.00010386,0.9999,1.0,2.0,2.0,1409.0,0.608,0.652,0.081,High School,Married,$120K +
3163,720513333,Existing Customer,46,M,3,High School,Single,$80K - $120K,Blue,39,2,1,3,21350.0,1724,19626.0,0.512,4878,78,0.444,0.081,9.3448e-05,0.99991,3.0,1.0,3.0,1724.0,0.512,0.444,0.081,High School,Single,$80K - $120K
3164,717518733,Attrited Customer,56,F,2,High School,Married,Less than $40K,Blue,46,4,3,3,9463.0,764,8699.0,0.994,7106,61,0.906,0.081,0.99661,0.00338788,2.0,3.0,3.0,764.0,0.994,0.906,0.081,High School,Married,Less than $40K
3165,711498258,Existing Customer,54,M,3,High School,Married,$120K +,Blue,42,6,3,2,20311.0,1655,18656.0,0.431,1266,34,0.308,0.081,0.00018145,0.99982,3.0,3.0,2.0,1655.0,0.431,0.308,0.081,High School,Married,$120K +
3166,711982383,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,49,3,3,2,21805.0,1777,20028.0,0.519,4694,79,0.411,0.081,0.00016883,0.99983,1.0,3.0,2.0,1777.0,0.519,0.411,0.081,Graduate,Single,$60K - $80K
3167,720827133,Attrited Customer,43,F,3,Doctorate,Single,Less than $40K,Blue,30,1,2,2,6261.0,463,5798.0,0.889,8132,64,0.6,0.074,0.99418,0.00582,3.0,2.0,2.0,463.0,0.889,0.6,0.074,Doctorate,Single,Less than $40K
3168,710263608,Existing Customer,53,F,3,High School,Married,Unknown,Blue,36,4,2,4,11098.0,821,10277.0,0.896,2156,46,0.586,0.074,0.00032942,0.99967,3.0,2.0,4.0,821.0,0.896,0.586,0.074,High School,Married,others
3169,714997683,Existing Customer,56,F,4,Graduate,Married,Unknown,Blue,49,5,1,3,14915.0,1111,13804.0,0.846,1388,35,0.667,0.074,9.7154e-05,0.9999,4.0,1.0,3.0,1111.0,0.846,0.667,0.074,Graduate,Married,others
3170,779598183,Existing Customer,53,M,3,Unknown,Single,$60K - $80K,Blue,42,6,1,2,22938.0,1700,21238.0,0.636,3428,54,0.5,0.074,6.282e-05,0.99994,3.0,1.0,2.0,1700.0,0.636,0.5,0.074,others,Single,$60K - $80K
3171,709406733,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,36,2,2,1,20434.0,1504,18930.0,0.725,13280,106,0.656,0.074,7.1226e-05,0.99993,3.0,2.0,1.0,1504.0,0.725,0.656,0.074,Graduate,Divorced,$80K - $120K
3172,718192608,Existing Customer,48,M,3,Uneducated,Married,$60K - $80K,Blue,36,1,1,2,15524.0,1148,14376.0,0.829,13819,106,0.71,0.074,5.8763e-05,0.99994,3.0,1.0,2.0,1148.0,0.829,0.71,0.074,Uneducated,Married,$60K - $80K
3173,799723908,Existing Customer,46,M,3,High School,Married,$80K - $120K,Blue,40,4,3,3,19458.0,1435,18023.0,0.787,1217,27,0.8,0.074,0.00030516,0.99969,3.0,3.0,3.0,1435.0,0.787,0.8,0.074,High School,Married,$80K - $120K
3174,827062158,Existing Customer,58,M,2,High School,Single,$80K - $120K,Blue,54,6,3,2,22981.0,1696,21285.0,0.466,4192,66,0.571,0.074,0.00017486,0.99983,2.0,3.0,2.0,1696.0,0.466,0.571,0.074,High School,Single,$80K - $120K
3175,809425533,Existing Customer,45,F,2,Uneducated,Divorced,$40K - $60K,Silver,40,5,2,2,15785.0,1174,14611.0,0.732,8097,105,0.842,0.074,0.00010574,0.99989,2.0,2.0,2.0,1174.0,0.732,0.842,0.074,Uneducated,Divorced,$40K - $60K
3176,717724233,Existing Customer,43,M,3,Unknown,Unknown,$80K - $120K,Blue,28,2,1,3,9959.0,734,9225.0,0.86,16732,116,0.812,0.074,0.00010566,0.99989,3.0,1.0,3.0,734.0,0.86,0.812,0.074,others,others,$80K - $120K
3177,711305208,Existing Customer,52,M,2,Unknown,Married,$60K - $80K,Blue,36,6,3,4,14785.0,1088,13697.0,0.961,4354,70,0.489,0.074,0.00056716,0.99943,2.0,3.0,4.0,1088.0,0.961,0.489,0.074,others,Married,$60K - $80K
3178,780199233,Existing Customer,33,M,2,Doctorate,Single,$120K +,Blue,23,5,1,1,14914.0,1102,13812.0,0.823,4478,87,0.673,0.074,4.8064e-05,0.99995,2.0,1.0,1.0,1102.0,0.823,0.673,0.074,Doctorate,Single,$120K +
3179,779862408,Existing Customer,49,M,3,Post-Graduate,Single,$80K - $120K,Blue,33,3,1,0,6278.0,462,5816.0,1.161,1087,33,0.941,0.074,2.4806e-05,0.99998,3.0,1.0,2.0,462.0,1.161,0.941,0.074,Post-Graduate,Single,$80K - $120K
3180,716705433,Existing Customer,62,F,1,Uneducated,Unknown,Less than $40K,Silver,36,6,1,3,12590.0,931,11659.0,1.068,4182,78,0.696,0.074,8.0782e-05,0.99992,1.0,1.0,3.0,931.0,1.068,0.696,0.074,Uneducated,others,Less than $40K
3181,771453033,Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,35,5,1,2,17343.0,1280,16063.0,1.314,3170,57,0.629,0.074,5.5559e-05,0.99994,3.0,1.0,2.0,1280.0,1.314,0.629,0.074,High School,Married,$60K - $80K
3182,711542358,Existing Customer,42,F,4,High School,Married,Less than $40K,Gold,36,2,3,2,15987.0,1187,14800.0,0.597,7471,88,0.467,0.074,0.00021128,0.99979,4.0,3.0,2.0,1187.0,0.597,0.467,0.074,High School,Married,Less than $40K
3183,711267633,Attrited Customer,50,F,3,Graduate,Divorced,Less than $40K,Blue,40,5,4,4,4248.0,316,3932.0,0.661,2271,36,0.333,0.074,0.99846,0.00154215,3.0,4.0,4.0,316.0,0.661,0.333,0.074,Graduate,Divorced,Less than $40K
3184,789556533,Existing Customer,52,M,4,Graduate,Married,$80K - $120K,Blue,45,2,2,3,23070.0,1701,21369.0,0.846,8070,81,0.688,0.074,0.00020077,0.9998,4.0,2.0,3.0,1701.0,0.846,0.688,0.074,Graduate,Married,$80K - $120K
3185,779187783,Existing Customer,50,M,2,Unknown,Single,$80K - $120K,Blue,38,2,3,1,24533.0,1813,22720.0,0.745,8436,77,0.878,0.074,0.00011924,0.99988,2.0,3.0,1.0,1813.0,0.745,0.878,0.074,others,Single,$80K - $120K
3186,793543758,Existing Customer,47,M,2,Graduate,Single,$120K +,Blue,41,3,2,4,10614.0,784,9830.0,0.73,4601,77,0.638,0.074,0.00032656,0.99967,2.0,2.0,4.0,784.0,0.73,0.638,0.074,Graduate,Single,$120K +
3187,713469333,Existing Customer,40,M,2,High School,Single,$80K - $120K,Blue,28,6,2,4,19279.0,1427,17852.0,0.892,1777,56,0.647,0.074,0.00031746,0.99968,2.0,2.0,4.0,1427.0,0.892,0.647,0.074,High School,Single,$80K - $120K
3188,709545333,Existing Customer,33,F,4,High School,Single,Unknown,Blue,29,6,2,3,12716.0,1496,11220.0,1.032,2412,64,0.6,0.118,0.00019517,0.9998,4.0,2.0,3.0,1496.0,1.032,0.6,0.118,High School,Single,others
3189,795599883,Attrited Customer,57,F,2,Uneducated,Married,Unknown,Blue,51,3,6,2,2404.0,284,2120.0,0.866,2511,51,0.5,0.118,0.9932,0.0068,2.0,6.0,2.0,284.0,0.866,0.5,0.118,Uneducated,Married,others
3190,718909158,Existing Customer,38,M,1,College,Married,Less than $40K,Blue,25,6,3,3,5559.0,658,4901.0,0.627,1793,37,0.947,0.118,0.00027607,0.99972,1.0,3.0,3.0,658.0,0.627,0.947,0.118,College,Married,Less than $40K
3191,824165658,Existing Customer,38,M,2,Unknown,Married,$80K - $120K,Blue,34,4,1,3,19259.0,2266,16993.0,0.92,1388,27,0.929,0.118,0.00010183,0.9999,2.0,1.0,3.0,2266.0,0.92,0.929,0.118,others,Married,$80K - $120K
3192,712350858,Existing Customer,41,M,2,High School,Married,$80K - $120K,Blue,24,4,1,3,9366.0,1104,8262.0,0.572,1303,39,0.625,0.118,9.0056e-05,0.99991,2.0,1.0,3.0,1104.0,0.572,0.625,0.118,High School,Married,$80K - $120K
3193,819051183,Existing Customer,47,F,4,Graduate,Married,Unknown,Blue,42,4,1,3,16349.0,1925,14424.0,0.833,16207,114,0.81,0.118,9.7154e-05,0.9999,4.0,1.0,3.0,1925.0,0.833,0.81,0.118,Graduate,Married,others
3194,717843783,Existing Customer,33,F,1,College,Single,Less than $40K,Silver,17,4,3,2,13431.0,1583,11848.0,0.621,2338,71,0.69,0.118,0.00014832,0.99985,1.0,3.0,2.0,1583.0,0.621,0.69,0.118,College,Single,Less than $40K
3195,789282333,Existing Customer,62,F,0,Graduate,Married,Unknown,Blue,51,3,3,3,10826.0,1274,9552.0,0.602,1355,34,0.619,0.118,0.0002596,0.99974,2.0,3.0,3.0,1274.0,0.602,0.619,0.118,Graduate,Married,others
3196,778430733,Existing Customer,45,M,5,High School,Unknown,$60K - $80K,Blue,25,1,5,1,12399.0,1461,10938.0,0.645,7855,82,0.414,0.118,0.0001216,0.99988,5.0,5.0,1.0,1461.0,0.645,0.414,0.118,High School,others,$60K - $80K
3197,719049033,Existing Customer,53,M,3,High School,Married,$120K +,Blue,44,5,6,4,14057.0,1655,12402.0,0.676,2073,60,0.333,0.118,0.00041093,0.99959,3.0,6.0,4.0,1655.0,0.676,0.333,0.118,High School,Married,$120K +
3198,787489083,Existing Customer,55,M,4,Post-Graduate,Married,$80K - $120K,Blue,43,6,2,4,21351.0,2517,18834.0,0.818,1887,32,0.882,0.118,0.00040297,0.9996,4.0,2.0,4.0,2517.0,0.818,0.882,0.118,Post-Graduate,Married,$80K - $120K
3199,789081408,Attrited Customer,44,F,4,Uneducated,Single,Less than $40K,Blue,32,6,3,4,1438.3,170,1268.3,0.889,2527,45,0.406,0.118,0.99821,0.00179304,4.0,3.0,4.0,170.0,0.889,0.406,0.118,Uneducated,Single,Less than $40K
3200,719462433,Existing Customer,42,F,5,Graduate,Single,Less than $40K,Blue,36,4,2,2,8464.0,1002,7462.0,0.598,4227,92,0.84,0.118,0.00011751,0.99988,5.0,2.0,2.0,1002.0,0.598,0.84,0.118,Graduate,Single,Less than $40K
3201,714473658,Existing Customer,42,M,3,Graduate,Single,$40K - $60K,Blue,30,6,2,2,8960.0,1054,7906.0,0.414,1488,26,0.368,0.118,0.00011811,0.99988,3.0,2.0,2.0,1054.0,0.414,0.368,0.118,Graduate,Single,$40K - $60K
3202,719523108,Existing Customer,61,M,0,Post-Graduate,Single,$60K - $80K,Blue,36,6,2,3,11236.0,576,10660.0,0.637,4253,80,0.6,0.051,0.0001933,0.99981,2.0,2.0,3.0,576.0,0.637,0.6,0.051,Post-Graduate,Single,$60K - $80K
3203,710462433,Existing Customer,45,M,4,Graduate,Single,$60K - $80K,Blue,30,6,2,2,17625.0,894,16731.0,1.285,1773,39,1.053,0.051,0.00011937,0.99988,4.0,2.0,2.0,894.0,1.285,1.053,0.051,Graduate,Single,$60K - $80K
3204,709969758,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Platinum,35,4,3,3,34516.0,1774,32742.0,0.667,13966,115,0.667,0.051,0.00054523,0.99945,3.0,3.0,3.0,1774.0,0.667,0.667,0.051,Graduate,Single,$60K - $80K
